question_id,topic,claim_summary,reference_in_question,authoritative_source,status,risk_level,proposed_fix
TX-SIG-0051,SIGNS,When you see a curve warning sign with an advisory speed plaque showing 35 mph: → 35 mph is the recommended safe speed for that curve,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0052,SIGNS,A chevron sign in a curve indicates: → The direction and sharpness of the curve,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0053,SIGNS,"If you see multiple CURVE warning signs in succession, this indicates: → Several curves following one another",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0054,SIGNS,"At a T-intersection, if there is no warning sign, who typically has the right-of-way? → Traffic on the through road (cross street)",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0055,SIGNS,A MERGE sign is different from a YIELD sign because: → MERGE warns of entering traffic; YIELD requires you to give way,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0056,SIGNS,"When a PEDESTRIAN CROSSING sign is accompanied by a school crossing symbol, what does this indicate? → School children cross at this location",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0057,SIGNS,"In a work zone with both a posted speed limit and a ROAD CONSTRUCTION sign, which speed should you follow? → The posted work zone speed limit",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0058,SIGNS,A warning sign with a downward-pointing arrow symbol typically indicates: → Steep downgrade ahead,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0059,SIGNS,Why are curve warning signs important in rural areas? → Higher speeds make curves more dangerous,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0060,SIGNS,"If a LANE ENDS MERGE sign shows the right lane ending, and both lanes are full, who should yield? → Traffic in the ending lane should yield",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0061,SIGNS,"What does an Interstate highway sign look like? → Red, white, and blue shield shape",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0062,SIGNS,What does Interstate 10 signage indicate? → You are on a major cross-country highway,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0063,SIGNS,What shape is a US Route highway sign? → White shield with black numbers,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0064,SIGNS,What does a State Route marker indicate in Texas? → A state-maintained highway route,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0065,SIGNS,What does an EXIT sign on a highway indicate? → An upcoming exit ramp to leave the highway,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0066,SIGNS,What information does a DISTANCE sign typically provide? → Miles to upcoming cities or destinations,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0067,SIGNS,What does a REST AREA sign indicate? → A facility with parking and restrooms is ahead,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0068,SIGNS,What does a HOSPITAL sign indicate? → Medical facility location and direction,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0069,SIGNS,What does a GAS STATION service sign indicate? → Fuel services available at next exit or ahead,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0070,SIGNS,What color are most guide and information signs? → Green with white lettering,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0071,SIGNS,What is the difference between even and odd Interstate numbers? → Even numbers run east-west; odd numbers run north-south,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0072,SIGNS,"Blue service signs typically indicate: → Food, gas, lodging, and other services",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0073,SIGNS,"What do brown signs typically indicate? → Parks, recreational areas, and points of interest",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0074,SIGNS,Mile marker signs help drivers by: → Providing location reference for navigation and emergencies,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0075,SIGNS,An EXIT ONLY lane sign means: → This lane must exit and cannot continue on the highway,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0076,SIGNS,A three-digit Interstate number starting with an even digit (like I-210) typically indicates: → A loop or beltway around a city,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0077,SIGNS,A three-digit Interstate number starting with an odd digit (like I-335) typically indicates: → A spur route connecting to a city,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0078,SIGNS,What should you do when you see a REST AREA sign and you feel drowsy? → Exit and take a break to rest before continuing,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0079,SIGNS,"When following Interstate 35 through Texas, you are traveling: → Generally north-south through central Texas",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0080,SIGNS,"If you miss your intended highway exit, you should: → Continue to the next exit and backtrack safely",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0081,SIGNS,What does a KEEP RIGHT sign in the center of a roadway indicate? → Traffic must pass to the right of an island or obstruction,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0082,SIGNS,A KEEP LEFT sign would typically appear: → On an island or median to direct traffic left,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0083,SIGNS,"When approaching a curve with both a warning sign and chevron markers, you should: → Follow the chevron arrows while maintaining safe speed",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0084,SIGNS,"If regulatory and warning signs give conflicting information, which should you follow? → Regulatory signs, as they indicate legal requirements",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0085,SIGNS,A sign showing a truck on a downgrade typically warns: → Steep hill where trucks may have brake problems,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0086,SIGNS,"When warning signs are placed on both sides of the road, this typically indicates: → The hazard affects both directions of travel",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0087,SIGNS,A pennant-shaped sign indicates: → No passing zone begins,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0088,SIGNS,"If you see a STOP sign with a white border versus one without, what is the difference? → No functional difference; both require a complete stop",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0089,SIGNS,What does a sign with a circular red symbol typically indicate? → A prohibition or restriction,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0090,SIGNS,"At night, sign colors appear differently. Which sign color is most visible at night? → All are equally visible due to reflective materials",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0091,SIGNS,Why are STOP signs red? → Red is the most attention-getting color indicating danger,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0092,SIGNS,A damaged or faded sign that is unreadable means: → Exercise extra caution and follow general traffic rules,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0093,SIGNS,"When two different speed limit signs are visible with different numbers, which applies? → The lower speed limit closest to you",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0094,SIGNS,Why are some warning signs larger than others? → Larger signs are used where higher speeds require more advance warning,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0095,SIGNS,What should you do if a traffic light and a STOP sign are both present at an intersection? → Obey the traffic light when functioning; treat as stop when not,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0096,SIGNS,Work zone signs are typically what color? → Orange with black symbols,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0097,SIGNS,"At an intersection with a YIELD sign and a vehicle approaching from your right, you should: → Yield to the vehicle on your right",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0098,SIGNS,A sign reading 'ROAD CLOSED' means: → Do not enter; the road is impassable or dangerous,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0099,SIGNS,What does 'REDUCED SPEED AHEAD' mean? → The speed limit will decrease soon,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0100,SIGNS,A 'DETOUR' sign indicates: → Follow alternate route due to road closure,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0101,SIGNS,What does a 'CROSS TRAFFIC DOES NOT STOP' sign mean? → You have a stop sign but cross traffic does not,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0102,SIGNS,A black and white circular sign with 'RR' and an 'X' indicates: → Railroad crossing ahead,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0103,SIGNS,"If you encounter a sign you do not recognize or understand, you should: → Proceed with caution and research the sign later",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0104,SIGNS,Why do some areas have multiple speed limit signs close together? → To ensure visibility after passing points and for emphasis,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0105,SIGNS,A sign showing two arrows pointing in opposite directions indicates: → Two-way traffic or divided highway ends,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0106,SIGNS,What does an 'EMERGENCY PARKING ONLY' sign mean? → Park here only for vehicle emergencies,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0107,SIGNS,A 'BRIDGE ICES BEFORE ROAD' sign warns that: → Bridge surfaces freeze before regular roadway in cold weather,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0108,SIGNS,What is the purpose of a 'PHOTO ENFORCED' sign below a traffic signal? → Cameras monitor and ticket traffic violations,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0109,SIGNS,"If a speed limit sign has the words 'NIGHT' or 'NIGHTTIME' on it, this means: → A different speed limit applies during nighttime hours",DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0110,SIGNS,A 'TRUCKS USE RIGHT LANE' sign means: → Commercial trucks should stay in the right lane,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0111,SIGNS,What does a 'SOFT SHOULDER' sign indicate? → The road edge is unpaved and may not support vehicle weight,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0112,SIGNS,A sign reading 'SLOWER TRAFFIC KEEP RIGHT' is: → A suggestion for courtesy but not legally enforceable,DL-7: Traffic Signs,"TX Transportation Code §545.051 — legally enforceable, fines up to $200",FAIL,P1,Change answer to reflect that §545.051 makes this a legal requirement in Texas. Slower drivers must use right lane. Fines up to $200 for violations.
TX-SIG-0113,SIGNS,What does a 'DIP' warning sign indicate? → A low place in the road where water may collect,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0114,SIGNS,A 'BUMP' warning sign means: → A raised area in the pavement ahead,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0115,SIGNS,What does a 'DIVIDED HIGHWAY BEGINS' sign indicate? → The road ahead will have a median separating opposing traffic,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0116,SIGNS,A 'DIVIDED HIGHWAY ENDS' sign warns that: → Two-way traffic with no median is ahead,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0117,SIGNS,What does 'PAVEMENT ENDS' mean? → Paved road surface changes to gravel or dirt ahead,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0118,SIGNS,A regulatory sign with a white arrow on blue background indicates: → Direction of required travel or movement,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0119,SIGNS,What does 'SIGNAL AHEAD' warn you about? → A traffic light is coming up,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SIG-0120,SIGNS,A 'STOP AHEAD' warning sign is used when: → A stop sign is not visible until you are very close to it,DL-7: Traffic Signs,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0001,SPECIAL_SITUATIONS,"When a school bus stops with flashing red lights and an extended stop sign on an undivided roadway, vehicles in both directions must: → Stop and remain stopped until the lights stop flashing",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0002,SPECIAL_SITUATIONS,You are traveling on a divided highway with a raised concrete median barrier. A school bus on the opposite side stops with red lights flashing. What should you do? → Continue driving at normal speed s,DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0003,SPECIAL_SITUATIONS,What is the minimum distance you must stop from a school bus with flashing red lights? → 20 feet,DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0004,SPECIAL_SITUATIONS,"When driving through an active school zone with flashing signals, the speed limit is typically: → 15 to 20 mph when children are present",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0005,SPECIAL_SITUATIONS,A school bus ahead of you is slowing down with amber (yellow) warning lights flashing. What does this indicate? → The bus is preparing to stop to load or unload children,DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0006,SPECIAL_SITUATIONS,"What is the penalty range for illegally passing a stopped school bus with flashing red lights in Texas? → $500 to $1,250 fine",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0007,SPECIAL_SITUATIONS,"When are school zone speed limits typically in effect? → When posted signs or flashing lights indicate, usually 30 minutes before and after school",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0008,SPECIAL_SITUATIONS,"Can you pass a school bus from either direction when its red lights are flashing? → No, passing is prohibited from both directions on undivided roads",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0009,SPECIAL_SITUATIONS,"You are on a four-lane road with a painted center turn lane. A school bus on the opposite side stops with red lights flashing. What must you do? → Stop, because a painted median does not divide the ro",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0010,SPECIAL_SITUATIONS,"When a school bus stop sign is extended and red lights are flashing, when can you proceed? → When the lights stop flashing and the stop sign is retracted",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0011,SPECIAL_SITUATIONS,"While driving in a school zone, you see a crossing guard holding up a stop sign. What should you do? → Stop immediately and remain stopped until the guard signals it is safe to proceed",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0012,SPECIAL_SITUATIONS,What does a pentagon-shaped yellow sign with black symbols indicate? → A school zone or school crossing ahead,DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0013,SPECIAL_SITUATIONS,"A school bus is stopped ahead with alternating flashing red lights but the stop sign is not yet extended. What should you do? → Stop immediately, as flashing red lights require you to stop",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0014,SPECIAL_SITUATIONS,"In a school zone, you should be especially alert for: → Children who may suddenly enter the roadway",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0015,SPECIAL_SITUATIONS,You are on a highway with five lanes: two in each direction and a center turn lane. A school bus stops on the opposite side with red lights flashing. What is required? → You must stop because the cent,DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0016,SPECIAL_SITUATIONS,How far from the nearest railroad track must you stop when a train is approaching? → 15 to 50 feet,DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0017,SPECIAL_SITUATIONS,"You must stop at a railroad crossing when: → Lights are flashing, gates are lowering, or a train is visible or audible",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0018,SPECIAL_SITUATIONS,"While crossing railroad tracks, your vehicle becomes stalled on the tracks. What is the first thing you should do? → Get everyone out of the vehicle immediately and move away from the tracks",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0019,SPECIAL_SITUATIONS,"When crossing railroad tracks, you should: → Not shift gears while on the tracks",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0020,SPECIAL_SITUATIONS,A round yellow sign with a black X and two R's means: → Railroad crossing ahead,DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0021,SPECIAL_SITUATIONS,"After one train passes at a railroad crossing with multiple tracks, you should: → Check for a second train on other tracks before crossing",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0022,SPECIAL_SITUATIONS,"Is it legal to drive around lowered railroad crossing gates? → No, it is illegal and extremely dangerous",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0023,SPECIAL_SITUATIONS,"Before crossing railroad tracks, you should make sure: → You can completely clear all tracks without stopping",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0024,SPECIAL_SITUATIONS,"After your vehicle is stalled on railroad tracks and everyone has evacuated, what should you do next? → Call 911 and provide the crossing number posted on the signal equipment",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0025,SPECIAL_SITUATIONS,Flashing red lights at a railroad crossing mean: → Stop and do not proceed until the lights stop flashing,DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0026,SPECIAL_SITUATIONS,What is the minimum distance you must park from railroad tracks? → 100 feet,DL-7: Special Driving Situations,TX Transportation Code §545.302(c)(1) — actually 50 feet,FAIL,P0,"Change answer from '100 feet' to '50 feet'. §545.302 prohibits parking within 50 feet of nearest rail. Note: TX-PRK-0008 correctly states 50 feet, creating an internal contradiction."
TX-SPC-0027,SPECIAL_SITUATIONS,You see a pavement marking with a large X and two R's at an intersection. This indicates: → Railroad tracks cross the road ahead,DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0028,SPECIAL_SITUATIONS,"When approaching railroad tracks, you should always: → Look both directions before crossing, even if no warning signals are present",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0029,SPECIAL_SITUATIONS,"If you cannot get your vehicle off railroad tracks and you can see or hear a train approaching, you should move away from the tracks: → In the direction the train is coming from, at an angle away from",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0030,SPECIAL_SITUATIONS,"At a railroad crossing without gates or flashing lights, you must: → Slow down, look both ways, and be prepared to stop",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0031,SPECIAL_SITUATIONS,What does an orange diamond-shaped sign indicate? → Work zone or construction area ahead,DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0032,SPECIAL_SITUATIONS,"In active work zones in Texas, traffic fines are: → Doubled",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0033,SPECIAL_SITUATIONS,"When you see a flagger holding a STOP paddle, you must: → Stop immediately and remain stopped until the flagger signals you to proceed",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0034,SPECIAL_SITUATIONS,"Under Texas Move Over Law, when you see a stopped emergency vehicle with flashing lights on the roadside, you must: → Change lanes away from the vehicle, or slow to 20 mph below the limit if you canno",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0035,SPECIAL_SITUATIONS,A flagger displays a SLOW paddle. What should you do? → Reduce your speed and proceed with caution,DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0036,SPECIAL_SITUATIONS,"If the posted speed limit is 25 mph or less and you cannot change lanes away from a stopped emergency vehicle, how much must you slow down? → To 5 mph",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0037,SPECIAL_SITUATIONS,"In work zones, you should: → Watch for workers and equipment entering the roadway",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0038,SPECIAL_SITUATIONS,"What is the maximum fine for violating the Texas Move Over Law? → $2,000",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0039,SPECIAL_SITUATIONS,"Which vehicles are covered under the Texas Move Over Law? → Police, fire, EMS, tow trucks, and TxDOT vehicles with flashing lights",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0040,SPECIAL_SITUATIONS,"When approaching a work zone where lanes are merging, you should: → Merge early and avoid unnecessary lane changes",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0041,SPECIAL_SITUATIONS,A flagger extends their arm horizontally. This signal means: → Stop,DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0042,SPECIAL_SITUATIONS,An orange warning sign with a symbol of a person holding a flag indicates: → Flagger ahead in work zone,DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0043,SPECIAL_SITUATIONS,"When a flagger waves a flag in a vertical up-and-down motion, you should: → Slow down",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0044,SPECIAL_SITUATIONS,"In work zones, you should NOT: → Change lanes unnecessarily",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0045,SPECIAL_SITUATIONS,You must treat a flagger's signals the same as: → Official traffic control signals,DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0046,SPECIAL_SITUATIONS,"If your vehicle breaks down on the highway, you should: → Pull over to the right shoulder, turn on hazard lights, and raise your hood",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0047,SPECIAL_SITUATIONS,"If you experience a tire blowout while driving, you should: → Grip the wheel firmly, avoid sudden braking, and let the vehicle slow naturally",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0048,SPECIAL_SITUATIONS,"If your brakes fail while driving, you should first: → Pump the brake pedal rapidly several times",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0049,SPECIAL_SITUATIONS,"If your vehicle catches fire, you should: → Pull over immediately, get everyone out, move far away, and call 911",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0050,SPECIAL_SITUATIONS,"If you are involved in a crash, you must: → Stop immediately at the scene or nearby",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0051,SPECIAL_SITUATIONS,"After a crash, you must report it to police if: → There are injuries or property damage exceeding $1,000",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0052,SPECIAL_SITUATIONS,"If your vehicle is broken down on a busy highway, you should generally: → Stay in your vehicle with doors locked until help arrives",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0053,SPECIAL_SITUATIONS,"If you must exit your disabled vehicle on a highway, you should: → Exit through the passenger side door away from traffic",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0054,SPECIAL_SITUATIONS,"After a crash, you should exchange which information with the other driver? → Name, address, phone number, insurance information, and driver license number",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0055,SPECIAL_SITUATIONS,"If you encounter a hazardous materials spill on the roadway, you should: → Stay upwind and uphill from the spill, do not touch it, and call 911",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0056,SPECIAL_SITUATIONS,"After a crash with no injuries, should you move the vehicles if they are blocking traffic? → Yes, if it is safe to do so, move vehicles to the shoulder",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0057,SPECIAL_SITUATIONS,"If your brakes fail and pumping does not restore pressure, you should next: → Downshift to a lower gear to use engine braking",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0058,SPECIAL_SITUATIONS,"If you are involved in a crash, you should NOT: → Admit fault or apologize at the scene",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0059,SPECIAL_SITUATIONS,"If you have warning triangles or flares after a breakdown, you should place them: → Behind your vehicle at increasing distances to warn approaching traffic",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPC-0060,SPECIAL_SITUATIONS,"If you are the first to arrive at a crash scene with injured people, your first priority should be to: → Call 911 and keep injured people still unless they are in immediate danger",DL-7: Special Driving Situations,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPD-0001,SPEED_AND_DISTANCE,What is the typical speed limit in a school zone when children are present? → 15-20 mph,DL-7: Speed Limits and Safe Distances,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPD-0002,SPEED_AND_DISTANCE,What is the typical speed limit in a residential area unless otherwise posted? → 30 mph,DL-7: Speed Limits and Safe Distances,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
TX-SPD-0003,SPEED_AND_DISTANCE,What is the maximum speed limit on rural Texas highways? → 70-75 mph depending on the road,DL-7: Speed Limits and Safe Distances,TX Transportation Code §545.353 — allows up to 85 mph,REVIEW,P1,"Update answer to include that Texas allows speed limits up to 85 mph on certain highways (e.g., SH 130 toll road). The 70-75 range is common but not the maximum."
TX-SPD-0004,SPEED_AND_DISTANCE,The basic speed law requires you to: → Never drive faster than is safe for current conditions,DL-7: Speed Limits and Safe Distances,TX DPS DL-7 handbook / TX Transportation Code,PASS,,
